iter	Logloss
929	0.01429659904
930	0.01427663913
931	0.01424163469
932	0.01421640891
933	0.01418704855
934	0.01416372318
935	0.01412594312
936	0.01411937029
937	0.01408893238
938	0.01407127164
939	0.01405131948
940	0.01402768863
941	0.01399792544
942	0.01397805515
943	0.0139513969
944	0.01391990243
945	0.01389947967
946	0.01387187312
947	0.01385531977
948	0.01382252944
949	0.01379786794
950	0.01376744821
951	0.0137363215
952	0.01370855415
953	0.01368325589
954	0.01366538218
955	0.01364176583
956	0.01362445678
957	0.01360542666
958	0.01357895153
959	0.01355450086
960	0.01352832596
961	0.01350722271
962	0.01348824915
963	0.01345904432
964	0.0134357106
965	0.01341541327
966	0.01339544066
967	0.01337968536
968	0.01336145716
969	0.01333438843
970	0.01331043315
971	0.01328461932
972	0.01326241134
973	0.0132282329
974	0.01320415391
975	0.01318701116
976	0.01316447925
977	0.01314667053
978	0.01311918751
979	0.01310382236
980	0.01308483596
981	0.01305506378
982	0.01302820354
983	0.01301120759
984	0.01298173231
985	0.01296224654
986	0.01294409905
987	0.01291827462
988	0.01289693301
989	0.01286911771
990	0.01285173093
991	0.01282039092
992	0.0128062021
993	0.01278302414
994	0.01276459433
995	0.0127225413
996	0.01269509824
997	0.0126759599
998	0.0126426815
999	0.01261436843
384
